qtype,qcode,question,group,answer,e1,e2,aee1,aee2,hard,c1,c2,cchange,sd1,sd2,sd2.sd1,best,worst,aee1.ans,num,calibration,improve,propimprove
dates,6,Toilet,34,1596,1894.75,1921,298.75,325,4.25,4.5,4.5,0,63.32653472,14.16568624,0.223692743,1800,1930,0.187186717,4,0.2,0,0
dates,6,Toilet,35,1596,1804.5,1902.5,208.5,306.5,5.75,2.75,4.5,1.75,208.6807769,12.58305739,0.060298115,1500,1968,0.130639098,4,0.948683298,0,0.25
dates,6,Toilet,36,1596,1888.2,1900.4,292.2,304.4,5.8,2.8,3.2,0.4,47.97082447,23.17973253,0.483204798,1803,1914,0.183082707,5,-0.789473684,0,0.4
dates,6,Toilet,37,1596,1787.6,1798,191.6,202,5,5.4,5.4,0,100.8900392,61.50203249,0.609594693,1650,1880,0.120050125,5,-0.820782682,0,0.2
dates,6,Toilet,38,1596,1877.5,1862.5,281.5,266.5,6.75,2,2.25,0.25,32.01562119,47.87135539,1.495249932,1850,1910,0.176378446,4,0.833333333,1,0.5
dates,10,Airplane,40,1903,1834.5,1901.5,68.5,1.5,3.75,4.5,5.25,0.75,145.9783089,1,0.006850333,1901,1617,0.035995796,4,0.4,1,1
dates,10,Airplane,41,1903,1906,1901.25,3,1.75,4.25,4.5,4.75,0.25,6.480740698,1.258305739,0.194160791,1901,1913,0.001576458,4,0.8,1,0.5
dates,10,Airplane,43,1903,1882.2,1890,20.8,13,5.4,3.6,4.8,1.2,61.67819712,0,0,1900,1776,0.01093011,5,0.335410197,1,0.4
dates,10,Airplane,44,1903,1856,1822,47,81,4.8,3,3.8,0.8,77.00649323,60.58052492,0.786693724,1900,1750,0.024697846,5,-0.675922588,0,0
dates,10,Airplane,45,1903,1796.25,1786.5,106.75,116.5,3.75,2.5,4.75,2.25,198.8037139,191.1953626,0.96172933,1900,1500,0.056095638,4,-0.632455532,0,0.25
dates,10,Airplane,46,1903,1873.5,1910,29.5,7,4.75,3.75,5.5,1.75,31.93221988,6.531972647,0.204557424,1902,1842,0.015501839,4,0.737864787,1,0.5
dates,10,Airplane,47,1903,1807.8,1910,95.2,7,4.2,4,5.2,1.2,167.3594933,0,0,1904,1520,0.050026274,5,0.632455532,1,0.4
dates,10,Airplane,48,1903,1899,1887,4,16,4.25,4.5,4.75,0.25,17.62573876,11.94431524,0.677663241,1906,1880,0.002101944,4,0.8,0,0.25
dates,10,Airplane,49,1903,1869.5,1904.5,33.5,1.5,4.25,4.25,5.25,1,60.30201766,3,0.049749579,1905,1780,0.017603783,4,-0.316227766,1,0.5
dates,10,Airplane,50,1903,1909,1901,6,2,4.666666667,4.666666667,6,1.333333333,17.69180601,0,0,1912,1925,0.003152916,3,-0.5,1,1
dates,10,Airplane,51,1903,1886,1904.666667,17,1.666666667,5,3.666666667,5.333333333,1.666666667,32.74141109,9.237604307,0.282138246,1894,1850,0.008933263,3,0,1,0.666666667
dates,10,Airplane,52,1903,1916,1906.333333,13,3.333333333,5,3.666666667,5,1.333333333,16.46207763,0.577350269,0.035071531,1906,1935,0.006831319,3,-0.866025404,1,0.333333333
dates,10,Airplane,53,1903,1808,1905.75,95,2.75,4.75,4.5,5,0.5,205.4653255,10.71991915,0.05217386,1902,1500,0.049921177,4,-0.316227766,1,0.5
dates,10,Airplane,55,1903,1825,1887,78,16,4.5,4.333333333,5.333333333,1,118.7669988,28.77498914,0.242281016,1903,1600,0.040987914,6,0.579771036,1,0.666666667
dates,10,Airplane,56,1903,1907,1910,4,7,4.333333333,5.666666667,5.333333333,-0.333333333,6.08276253,0,0,1900,1911,0.002101944,3,0,0,0.333333333
dates,11,DNA,40,1953,1928.75,1947,24.25,6,5,4,4.5,0.5,36.28934646,5.291502622,0.145814217,1954,1875,0.012416795,4,0.632455532,1,0.5
dates,11,DNA,41,1953,1888.25,1866,64.75,87,5.25,3.25,5,1.75,55.12636998,4.242640687,0.076962091,1970,1850,0.033154122,4,0.774596669,0,0.5
dates,11,DNA,42,1953,1968.75,1959,15.75,6,3.25,5,4.75,-0.25,21.68524844,18,0.830057357,1950,1989,0.008064516,4,0.833333333,1,0.25
dates,11,DNA,43,1953,1927.8,1952.8,25.2,0.2,5.8,2.6,4,1.4,64.64673232,8.318653737,0.128678642,1970,1820,0.012903226,5,0,1,1
dates,11,DNA,44,1953,1891,1850,62,103,5.2,3.6,4.6,1,43.78926809,55.56527693,1.268924541,1925,1815,0.031746032,5,0.526315789,0,0
dates,11,DNA,45,1953,1788.25,1818.5,164.75,134.5,5,3,3.5,0.5,201.226862,205.1674113,1.019582621,1930,1500,0.084357399,4,-0.948683298,1,0.5
dates,11,DNA,46,1953,1838,1882.5,115,70.5,5.5,3,3.25,0.25,157.6578574,49.24428901,0.312349095,1960,1612,0.058883769,4,-0.25819889,1,0.5
dates,11,DNA,47,1953,1949.4,1950.8,3.6,2.2,4.6,3.8,5.6,1.8,41.91419807,1.095445115,0.026135419,1952,1880,0.001843318,5,-0.223606798,1,0.6
dates,11,DNA,48,1953,1928.75,1950.25,24.25,2.75,4.5,4.5,5,0.5,54.11946661,13.32603967,0.246233758,1953,1850,0.012416795,4,0.447213595,1,0.5
dates,11,DNA,49,1953,1961,1955.75,8,2.75,5.25,3.75,5,1.25,5.597618541,0.5,0.0893237,1956,1969,0.004096262,4,0.316227766,1,0.75
dates,11,DNA,50,1953,1975.666667,1967.666667,22.66666667,14.66666667,3.666666667,4.666666667,6,1.333333333,13.31665624,1.154700538,0.086710997,1967,1991,0.011606076,3,-1,1,0.333333333
dates,11,DNA,51,1953,1886.666667,1950,66.33333333,3,6,2,5.333333333,3.333333333,15.27525232,10,0.654653671,1900,1870,0.03396484,3,-0.5,1,1
dates,11,DNA,52,1953,1913.333333,1940,39.66666667,13,5.666666667,2.666666667,3.666666667,1,102.6320288,0,0,1940,1800,0.020310633,3,0.866025404,1,0.666666667
dates,11,DNA,53,1953,1930,1939.75,23,13.25,5.25,4.25,4.5,0.25,29.43920289,16.33758448,0.554960151,1960,1890,0.011776754,4,0.948683298,1,0.5
dates,11,DNA,55,1953,1895,1941.5,58,11.5,5,3.333333333,4.5,1.166666667,105.3831106,19.69517707,0.18689121,1953,1700,0.029697901,6,-0.130930734,1,0.666666667
dates,11,DNA,56,1953,1942.666667,1954.333333,10.33333333,1.333333333,5.666666667,3,6,3,29.68725877,0.577350269,0.019447746,1950,1910,0.005291005,3,0,1,1
dates,12,Immunization,40,1796,1873.75,1837.5,77.75,41.5,5.5,3,3.5,0.5,80.3507934,12.58305739,0.156601533,1770,1960,0.043290646,4,0,1,0.75
dates,12,Immunization,41,1796,1836.25,1888.75,40.25,92.75,6.25,3.5,4,0.5,93.57483636,13.1497782,0.140526863,1850,1900,0.022410913,4,-0.8,0,0.5
dates,12,Immunization,42,1796,1865.5,1788.75,69.5,7.25,4,4.25,5,0.75,89.76450672,91.32131916,1.017343296,1840,1947,0.038697105,4,0.948683298,1,0.25
dates,12,Immunization,43,1796,1819,1616,23,180,5.6,2.8,3.2,0.4,171.0409308,23.02172887,0.134597776,1800,1550,0.012806236,5,0.052704628,0,0.2
dates,12,Immunization,44,1796,1838,1815,42,19,4.8,3.6,3.2,-0.4,137.7316231,74.16198487,0.538452849,1850,1600,0.023385301,5,-0.872081599,1,0.4
dates,12,Immunization,45,1796,1775,1814.25,21,18.25,5.25,3,2.75,-0.25,174.8332539,122.7962404,0.702362038,1910,1600,0.01169265,4,-0.632455532,1,1
dates,12,Immunization,46,1796,1905,1865,109,69,5.5,5,5.25,0.25,54.46711546,23.80476143,0.437048322,1840,1950,0.060690423,4,-0.210818511,1,0.5
dates,12,Immunization,47,1796,1904.6,1871,108.6,75,4.8,4.2,5.4,1.2,44.22442764,2.236067977,0.05056183,1855,1948,0.060467706,5,-0.353553391,1,0.6
dates,12,Immunization,48,1796,1911.5,1902.5,115.5,106.5,5.25,3.25,3.75,0.5,26.75194697,32.01562119,1.196758547,1876,1940,0.064309577,4,-0.105409255,1,0.5
dates,12,Immunization,49,1796,1931,1943.5,135,147.5,5.75,3.75,3.75,0,29.28025501,15.77973384,0.538920642,1890,1954,0.075167038,4,-0.8,0,0
dates,12,Immunization,50,1796,1753.333333,1798.666667,42.66666667,2.666666667,4,5,5.666666667,0.666666667,200.0208322,15.011107,0.075047718,1750,1555,0.023756496,3,-0.5,1,1
dates,12,Immunization,51,1796,1963.333333,1928.333333,167.3333333,132.3333333,5,4,3.666666667,-0.333333333,15.27525232,85.19585279,5.577377776,1950,1980,0.093170007,3,0,1,0.666666667
dates,12,Immunization,52,1796,1875,1783.333333,79,12.66666667,5.333333333,2.666666667,4.333333333,1.666666667,97.33961167,15.27525232,0.156927401,1765,1950,0.043986637,3,-0.866025404,1,1
dates,12,Immunization,53,1796,1902.75,1917.5,106.75,121.5,5,4.25,4.5,0.25,33.11973229,5,0.150967404,1860,1940,0.059437639,4,0.316227766,0,0.25
dates,12,Immunization,55,1796,1892.833333,1812,96.83333333,16,5.333333333,4,4.666666667,0.666666667,59.22977855,38.75564475,0.654327024,1800,1950,0.05391611,6,-0.235395955,1,0.666666667
dates,12,Immunization,56,1796,1878,1868.333333,82,72.33333333,5.666666667,3.333333333,5,1.666666667,29.61418579,31.75426481,1.072265334,1850,1909,0.045657016,3,-0.5,1,0.666666667
populations,15,Canada,57,37,200,150,163,113,5.25,2.75,3.5,0.75,122.4744871,91.28709292,0.745355992,50,350,4.405405405,4,1,1,0.5
populations,15,Canada,58,37,200,195,163,158,5.4,3,4.2,1.2,46.77071733,37.08099244,0.792824967,150,250,4.405405405,5,0,1,0.4
populations,15,Canada,59,37,156.25,241.25,119.25,204.25,5.25,3.5,4,0.5,88.82332652,33.26033674,0.374454978,35,240,3.222972973,4,0.2,0,0.25
populations,15,Canada,60,37,126.25,62.5,89.25,25.5,5.25,2,2.5,0.5,85.18362519,18.92969449,0.222222222,50,200,2.412162162,4,-0.23570226,1,0.5
populations,15,Canada,62,37,176.25,153.75,139.25,116.75,5,2.5,3.25,0.75,102.0926866,43.46933785,0.425783073,55,300,3.763513514,4,0,1,0.5
populations,15,Canada,63,37,206.25,141.25,169.25,104.25,5.25,3.25,3.5,0.25,151.8977178,23.93567769,0.157577599,75,425,4.574324324,4,-0.774596669,1,0.5
populations,15,Canada,64,37,47,62,10,25,5,2.6,3.6,1,14.83239697,21.67948339,1.461630472,40,60,0.27027027,5,-0.026315789,0,0.2
populations,15,Canada,65,37,197.5,130,160.5,93,4.75,3.25,3.75,0.5,208.5465576,71.6472842,0.343555343,30,500,4.337837838,4,-0.105409255,1,0.5
populations,15,Canada,66,37,138.4,107.4,101.4,70.4,4.4,4,4.8,0.8,77.71293329,32.84509096,0.422646393,75,273,2.740540541,5,0.948683298,1,0.6
populations,15,Canada,67,37,135,101,98,64,6,3.5,4.75,1.25,50.66228051,6.377042157,0.125873571,90,200,2.648648649,4,-0.105409255,1,0.5
populations,15,Canada,68,37,96.25,97.5,59.25,60.5,5.5,2.75,2.75,0,55.28336097,9.574271078,0.173185402,25,160,1.601351351,4,-0.5,0,0.5
populations,15,Canada,69,37,151,82,114,45,4.8,3.6,4,0.4,70.92249291,5.700877125,0.080381793,85,250,3.081081081,5,0.223606798,1,0.8
populations,15,Canada,70,37,157,103,120,66,5.6,2.4,2.8,0.4,110.6571281,26.83281573,0.242486103,85,350,3.243243243,5,-0.289473684,1,0.6
populations,15,Canada,71,37,82.2,84.8,45.2,47.8,5.8,2.8,3.4,0.6,43.46492839,4.7644517,0.109616003,46,150,1.221621622,5,0.288675135,0,0.4
populations,15,Canada,72,37,366,104,329,67,5.2,2.8,2.6,-0.2,255.988281,36.46916506,0.142464198,50,600,8.891891892,5,-0.820782682,1,0.6
populations,15,Canada,73,37,176,190,139,153,4.6,4.4,4.4,0,55.04543578,22.63846285,0.411268664,100,250,3.756756757,5,-0.894427191,0,0.2
populations,15,Canada,74,37,127.72,63.96,90.72,26.96,6.2,2.2,2.2,0,205.18112,51.79100308,0.252416027,20,489,2.451891892,5,0.20519567,1,1
populations,15,Canada,75,37,140,38,103,1,5,3.4,5.2,1.8,162.6345597,4.949747468,0.030434783,30,400,2.783783784,5,0.872081599,1,1
populations,15,Canada,76,37,325,343.75,288,306.75,6,2.25,4.75,2.5,150,82.60094834,0.550672989,200,500,7.783783784,4,0.5,0,0.5
populations,15,Canada,77,37,186,136.4,149,99.4,4.8,4.2,4,-0.2,102.1885512,61.33759043,0.600239359,85,350,4.027027027,5,0.707106781,1,0.8
populations,15,Canada,78,37,141.6,143.6,104.6,106.6,5.8,2.2,3.2,1,79.26411546,43.64401448,0.550615045,30,228,2.827027027,5,-0.353553391,0,0.2
populations,15,Canada,79,37,230,87,193,50,4.25,4,4.25,0.25,196.468827,61.25901294,0.311800166,70,500,5.216216216,4,-0.948683298,1,0.5
populations,15,Canada,80,37,202.4,52,165.4,15,4.6,3.4,3.8,0.4,180.2090453,39.04484601,0.216664185,33,450,4.47027027,5,0.948683298,1,0.8
populations,15,Canada,81,37,51.25,65,14.25,28,5,3.25,4,0.75,48.46562356,15.68438714,0.323618804,50,120,0.385135135,4,0.774596669,0,0.25
populations,15,Canada,82,37,177.5,90,140.5,53,4.25,4,4.25,0.25,133.2603967,34.64101615,0.25994982,30,300,3.797297297,4,0.316227766,1,0.75
populations,15,Canada,83,37,125,106.25,88,69.25,4.25,3,3,0,119.0238071,31.45764348,0.26429707,50,300,2.378378378,4,0.388888889,1,0.25
populations,15,Canada,84,37,206.25,170,169.25,133,5,3.25,3,-0.25,100.7782219,24.49489743,0.243057448,125,350,4.574324324,4,-0.105409255,1,0.5
populations,15,Canada,85,37,183.75,186.25,146.75,149.25,5.5,2.75,3,0.25,109.039366,44.22951503,0.405628872,25,260,3.966216216,4,0.25819889,0,0.5
populations,15,Canada,87,37,92.5,67.5,55.5,30.5,5,3.5,4,0.5,88.55318553,37.5277675,0.423787888,30,215,1.5,4,0.774596669,1,0.75
populations,15,Canada,88,37,281.25,207.5,244.25,170.5,5.5,2.75,2.75,0,302.3346656,186.4358692,0.616653962,25,700,6.601351351,4,0.948683298,1,0.25
populations,15,Canada,89,37,117.5,96.25,80.5,59.25,5.25,3,4,1,62.38322424,16.52018967,0.264817824,50,200,2.175675676,4,-0.632455532,1,0.5
populations,15,Canada,90,37,200,112,163,75,5.25,3.5,4,0.5,148.6046208,0,0,75,400,4.405405405,4,-0.25819889,1,0.5
populations,15,Canada,91,37,158.8,40,121.8,3,5.2,2.8,4.2,1.4,247.9862899,0,0,30,600,3.291891892,5,-0.444261658,1,1
populations,15,Canada,92,37,176.25,153.75,139.25,116.75,4.75,4.25,4,-0.25,69.68679932,26.88710967,0.385827875,90,240,3.763513514,4,0.25819889,1,0.75
populations,15,Canada,93,37,175,113.75,138,76.75,5.5,2.75,3.75,1,112.1011448,2.5,0.022301289,100,340,3.72972973,4,-0.316227766,1,0.5
populations,15,Canada,94,37,222.5,72.5,185.5,35.5,4.75,2.75,4.5,1.75,159.2430009,9.574271078,0.060123654,40,400,5.013513514,4,0.948683298,1,0.75
populations,15,Canada,95,37,183,186.25,146,149.25,5.75,1.75,3.25,1.5,78.29005897,30.92329219,0.394983636,70,250,3.945945946,4,-0.632455532,0,0.5
populations,15,Canada,96,37,57.6,42.4,20.6,5.4,5.2,3.8,3.8,0,49.58628843,20.00749859,0.403488529,40,120,0.556756757,5,0.577350269,1,0.6
populations,15,Canada,97,37,98.33333333,80,61.33333333,43,5,3,4,1,114.2730648,18.02775638,0.15776033,40,230,1.657657658,3,-0.5,1,0.333333333
populations,15,Canada,98,37,182.5,112.5,145.5,75.5,5,3.25,3.75,0.5,83.0160627,37.74917218,0.454721303,80,250,3.932432432,4,0.948683298,1,1
populations,15,Canada,99,37,126,92.5,89,55.5,5,4,5.25,1.25,52.09606511,2.886751346,0.05541208,89,200,2.405405405,4,-0.316227766,1,0.5
populations,15,Canada,100,37,171.25,153.75,134.25,116.75,5.75,2.5,3.75,1.25,55.73374202,19.73786547,0.354145707,125,250,3.628378378,4,0.4,1,0.25
populations,16,Tanzania,57,57,20,10.5,37,46.5,5.25,2.5,2.75,0.25,20.41241452,4.203173404,0.205912603,50,5,0.649122807,4,-0.316227766,0,0
populations,16,Tanzania,58,57,45.6,60,11.4,3,6.2,3.2,5.4,2.2,26.53865106,0,0,55,8,0.2,5,0.782623792,1,0.6
populations,16,Tanzania,59,57,145.25,15.5,88.25,41.5,5.5,3.25,3.5,0.25,269.9029146,10.34408043,0.03832519,18,550,1.548245614,4,-0.948683298,1,1
populations,16,Tanzania,60,57,25.5,21.75,31.5,35.25,6,1.75,2,0.25,16.92138686,6.238322424,0.368664961,40,8,0.552631579,4,-0.777777778,0,0.5
populations,16,Tanzania,61,57,7.875,5.25,49.125,51.75,5.5,2.5,4,1.5,8.410063416,2.061552813,0.245129283,20,1.5,0.861842105,4,0.25819889,0,0.5
populations,16,Tanzania,62,57,28.25,8,28.75,49,6.5,1.5,6,4.5,25.14458192,1.414213562,0.056243272,50,5,0.504385965,4,-0.23570226,0,0.25
populations,16,Tanzania,63,57,37.5,33.75,19.5,23.25,6.25,3.25,3.5,0.25,11.90238071,2.5,0.210042013,45,20,0.342105263,4,0.055555556,0,0.25
populations,16,Tanzania,64,57,27.6,17.4,29.4,39.6,5.8,1.8,2,0.2,40.9975609,18.64939677,0.454890397,20,4,0.515789474,5,0.432590456,0,0.4
populations,16,Tanzania,65,57,10.75,6.25,46.25,50.75,5.25,2.75,3.75,1,12.89379696,3.862210075,0.299540166,30,3,0.811403509,4,0.210818511,0,0.25
populations,16,Tanzania,67,57,5.5,4,51.5,53,6,2.25,3.25,1,5.446711546,2.943920289,0.540494987,12,1,0.903508772,4,0.055555556,0,0.25
populations,16,Tanzania,68,57,8,4.75,49,52.25,6.5,1.75,2,0.25,8.286535263,1.707825128,0.206096405,20,2,0.859649123,4,-0.25819889,0,0.25
populations,16,Tanzania,69,57,52,51,5,6,5,2.8,3.2,0.4,59.26212956,56.39148872,0.951560282,50,150,0.087719298,5,-0.486664263,0,0.4
populations,16,Tanzania,70,57,72.2,74.4,15.2,17.4,5.4,2.4,1.8,-0.6,127.4448901,36.42526596,0.285811898,20,300,0.266666667,5,-0.131578947,0,0.8
populations,16,Tanzania,71,57,47.2,8.6,9.8,48.4,5.8,2.6,2.8,0.2,85.59030319,4.277849927,0.049980544,17,200,0.171929825,5,0.111803399,0,0.4
populations,16,Tanzania,72,57,13,4.4,44,52.6,6.6,1.2,1.4,0.2,20.72438178,1.949358869,0.094061135,50,2,0.771929825,5,-0.72547625,0,0.2
populations,16,Tanzania,73,57,56,18.8,1,38.2,5,3,3.8,0.8,62.48599843,4.7644517,0.076248309,90,150,0.01754386,5,-0.223606798,0,0.4
populations,16,Tanzania,74,57,4.84,6.82,52.16,50.18,5.2,1.8,1.8,0,1.904730952,2.848157299,1.495306881,8,3,0.915087719,5,0.527046277,1,0.8
populations,16,Tanzania,75,57,4.7,2.4,52.3,54.6,6,1.8,3.6,1.8,2.53968502,0.547722558,0.215665546,8,1.5,0.91754386,5,0.158113883,0,0.2
populations,16,Tanzania,76,57,52.875,22.5,4.125,34.5,6,1.75,3,1.25,37.05485798,12.58305739,0.339579156,50,1.5,0.072368421,4,0.333333333,0,0.5
populations,16,Tanzania,77,57,40.2,38.6,16.8,18.4,5,3.6,4,0.4,28.6041955,19.74335331,0.690225786,60,13,0.294736842,5,-0.051298918,0,0.6
populations,16,Tanzania,78,57,20.4,32,36.6,25,6.4,1.4,1.8,0.4,20.88779548,6.670832032,0.319365059,46,2,0.642105263,5,-0.577350269,1,0.6
populations,16,Tanzania,79,57,14,10.75,43,46.25,5,2.75,4.5,1.75,14.62873884,5.678908346,0.388202183,35,1,0.754385965,4,-1,0,0.5
populations,16,Tanzania,80,57,7.4,4.2,49.6,52.8,5.2,2.4,2.6,0.2,6.767569726,1.643167673,0.242800258,18,1,0.870175439,5,-0.157894737,0,0.2
populations,16,Tanzania,81,57,9,8.5,48,48.5,5.5,2.75,3.75,1,4.546060566,1.290994449,0.283980917,13,3,0.842105263,4,0.210818511,0,0.5
populations,16,Tanzania,82,57,50,53.75,7,3.25,4.75,3,3,0,38.29708431,40.28543988,1.051919242,60,100,0.122807018,4,-0.5,1,0.25
populations,16,Tanzania,83,57,9.75,11,47.25,46,5.5,3,3.75,0.75,6.238322424,2,0.320599011,18,3,0.828947368,4,0.632455532,1,0.5
populations,16,Tanzania,84,57,32.25,11.5,24.75,45.5,6.25,1.75,2.25,0.5,43.95736571,4.041451884,0.091940266,98,8,0.434210526,4,-0.272165527,0,0
populations,16,Tanzania,85,57,19.75,25,37.25,32,5.75,2.25,2.25,0,14.52297031,12.90994449,0.888932788,40,7,0.653508772,4,-0.316227766,1,0.5
populations,16,Tanzania,86,57,11,6.9,46,50.1,6.6,2,3.2,1.2,5.099019514,1.24498996,0.244162619,20,8,0.807017544,5,0.081110711,0,0
populations,16,Tanzania,87,57,16.25,11.75,40.75,45.25,5.25,2,4,2,10.30776406,3.947573094,0.382970843,30,5,0.714912281,4,0,0,0.25
populations,16,Tanzania,88,57,120,77.5,63,20.5,6,2.25,3.75,1.5,56.56854249,47.87135539,0.846254,80,200,1.105263158,4,-0.833333333,1,0.25
populations,16,Tanzania,89,57,15,13.75,42,43.25,6,1.5,2,0.5,10.8012345,11.81453907,1.093813774,30,5,0.736842105,4,0.894427191,0,0
populations,16,Tanzania,90,57,6.5,4.25,50.5,52.75,5.75,3,4.25,1.25,5.802298395,0.5,0.086172748,15,2,0.885964912,4,-0.737864787,0,0.25
populations,16,Tanzania,91,57,6,7,51,50,5.4,2.8,4.2,1.4,4.301162634,0,0,12,2,0.894736842,5,0.670820393,1,0.6
populations,16,Tanzania,92,57,40,46.25,17,10.75,5.75,3,3,0,31.3581462,22.86737122,0.729232241,50,15,0.298245614,4,-0.5,1,0.75
populations,16,Tanzania,93,57,141.75,15.5,84.75,41.5,5.75,1.75,2.25,0.5,239.6363565,3.31662479,0.01384024,50,500,1.486842105,4,-0.632455532,1,0.75
populations,16,Tanzania,94,57,49.25,21.25,7.75,35.75,5.75,1.75,2.5,0.75,52.99921383,13.76892637,0.259794917,90,2,0.135964912,4,0.774596669,0,0.75
populations,16,Tanzania,95,57,30.25,23,26.75,34,6,2.25,2.25,0,37.74806838,19.13112647,0.50681074,85,2,0.469298246,4,-0.316227766,0,0.75
populations,16,Tanzania,96,57,7.4,6.8,49.6,50.2,6,2.8,4.2,1.4,1.949358869,1.095445115,0.561951487,10,5,0.870175439,5,-0.802955069,0,0.2
populations,16,Tanzania,97,57,156.6666667,35,99.66666667,22,6.333333333,1.666666667,3.333333333,1.666666667,210.7328483,0,0,35,400,1.748538012,3,1,1,0.333333333
populations,16,Tanzania,98,57,83,30,26,27,5.75,2.5,3.5,1,56.5331761,0,0,80,150,0.456140351,4,-0.8,0,0.75
populations,16,Tanzania,99,57,24.5,9.25,32.5,47.75,4.5,2.25,4,1.75,14.05939781,2.061552813,0.146631658,38,10,0.570175439,4,0.774596669,0,0
populations,16,Tanzania,100,57,29.5,22.25,27.5,34.75,6.25,2.25,2.5,0.25,20.76053949,2.061552813,0.099301505,60,15,0.48245614,4,0.316227766,0,0.5
populations,13,US,57,324,335,435.5,11,111.5,4.5,4,4.5,0.5,218.0978374,78.15156215,0.358332586,300,40,0.033950617,4,0.632455532,0,0.5
populations,13,US,58,324,279,341,45,17,4.8,3.8,5.4,1.6,282.5420323,13.41640786,0.047484644,330,700,0.138888889,5,0.631578947,1,0.6
populations,13,US,59,324,363.75,353.75,39.75,29.75,3.75,4.75,4.75,0,24.28133714,11.08677891,0.456596721,350,400,0.122685185,4,0.272165527,1,0.25
populations,13,US,60,324,322.5,320.5,1.5,3.5,3,5,3,-2,6.454972244,3.31662479,0.513809303,325,315,0.00462963,4,0.948683298,0,0.5
populations,13,US,61,324,288.75,312.5,35.25,11.5,5,3.75,4.5,0.75,50.06246099,8.660254038,0.17298898,320,215,0.108796296,4,0.055555556,1,0.25
populations,13,US,62,324,354.5,348.75,30.5,24.75,4.5,4.25,4.75,0.5,108.5710213,34.73110997,0.319893002,330,500,0.094135802,4,0.948683298,1,0.75
populations,13,US,63,324,357.5,347.5,33.5,23.5,3.5,4.5,4.25,-0.25,28.72281323,18.92969449,0.659047369,320,380,0.103395062,4,-0.272165527,1,0.5
populations,13,US,64,324,306,335,18,11,3.4,5.4,5.4,0,13.41640786,15,1.118033989,330,300,0.055555556,5,0.612372436,1,0.4
populations,13,US,65,324,288.75,281.25,35.25,42.75,4.5,4.25,4.25,0,46.61455424,46.61455424,1,300,250,0.108796296,4,-0.25819889,0,0
populations,13,US,66,324,286.8,340.6,37.2,16.6,3.8,5.2,5.2,0,146.2179879,14.2583309,0.097514205,300,33,0.114814815,5,0,1,0.6
populations,13,US,67,324,519.5,355.25,195.5,31.25,4,4.25,5.25,1,441.0068027,66.40971314,0.150586596,320,999,0.603395062,4,0.8,1,1
populations,13,US,68,324,474.5,332.75,150.5,8.75,3.75,3.75,5,1.25,130.2855838,4.856267428,0.03727402,330,600,0.464506173,4,0.8,1,0.75
populations,13,US,69,324,302,338,22,14,3.4,4.8,4.8,0,161.4620698,17.88854382,0.110790998,330,50,0.067901235,5,1,1,0.8
populations,13,US,70,324,363,318,39,6,3.6,4.4,3.6,-0.8,79.65550828,20.49390153,0.257281662,315,500,0.12037037,5,0.458831468,1,0.8
populations,13,US,71,324,337,335,13,11,4,4.2,3.8,-0.4,12.04159458,8.660254038,0.719194952,325,350,0.040123457,5,-0.353553391,1,0.2
populations,13,US,72,324,364.6,366.8,40.6,42.8,3.8,4.4,5,0.6,75.70204753,74.46274236,0.983629172,330,500,0.125308642,5,0.286769667,0,0
populations,13,US,73,324,378,336,54,12,3.4,5.2,6,0.8,77.58865897,8.94427191,0.115278084,330,500,0.166666667,5,0.948683298,1,0.8
populations,13,US,74,324,452,336.6,128,12.6,5.4,3,3.4,0.4,251.6336623,18.31119876,0.072769273,323,900,0.395061728,5,0.263523138,1,0.6
populations,13,US,75,324,334,335.6,10,11.6,2.8,5.8,6,0.2,8.94427191,11.26055061,1.258967831,330,350,0.030864198,5,0.559016994,0,0.4
populations,13,US,76,324,737.5,712.5,413.5,388.5,3.5,6,6,0,47.87135539,25,0.522232968,700,800,1.276234568,4,0.942809042,1,0.5
populations,13,US,77,324,398.2,387,74.2,63,3.8,4.8,4.8,0,118.3055366,65.82172894,0.556370655,340,600,0.229012346,5,0.707106781,1,0.6
populations,13,US,78,324,310,310,14,14,3.4,4.8,5.2,0.4,22.36067977,22.36067977,1,300,350,0.043209877,5,0,0,0
populations,13,US,79,324,400,352.5,76,28.5,2.75,5.75,5,-0.75,134.1019513,33.04037934,0.24638254,315,600,0.234567901,4,-0.25819889,1,0.75
populations,13,US,80,324,453.8,368.6,129.8,44.6,3.8,4.6,4,-0.6,140.2932643,46.74184421,0.333172405,340,600,0.400617284,5,0.344123601,1,0.8
populations,13,US,81,324,317.5,318,6.5,6,2.75,5.75,6.25,0.5,12.58305739,0,0,320,300,0.020061728,4,0.816496581,1,0.25
populations,13,US,84,324,456.5,390,132.5,66,4.25,3.75,4.75,1,186.571702,40,0.214394785,350,736,0.408950617,4,0.316227766,1,0.25
populations,13,US,85,324,346.25,347.75,22.25,23.75,3,5.25,5.25,0,4.787135539,2.62995564,0.549379816,340,350,0.06867284,4,0.388888889,0,0
populations,13,US,86,324,316,328,8,4,3,5.8,5.4,-0.4,15.16575089,4.472135955,0.294883912,320,300,0.024691358,5,-0.027777778,1,0.4
populations,13,US,87,324,309,309,15,15,3.25,5,5,0,14.28285686,14.28285686,1,330,300,0.046296296,4,0,0,0
